Conference_name,Speaker,Attendee_list,conference_date,conference_llocation
Universidad Tecnológica de Honduras,"[{""first_name"":""Valera"",""last_name"":""Priscott"",""NPI"":""4749261777""}]","[{""first_name"":""Rosabella"",""last_name"":""Sedgeworth"",""NPI"":""8577249271""},{""first_name"":""Jeralee"",""last_name"":""Longworthy"",""NPI"":""3870230169""},{""first_name"":""Ray"",""last_name"":""Beningfield"",""NPI"":""6421369235""},{""first_name"":""Doretta"",""last_name"":""Twiddle"",""NPI"":""1758761954""}]",11/28/2018,Agat Village
Chongqing Normal University,"[{""first_name"":""Desiree"",""last_name"":""Quinsee"",""NPI"":""8665587128""}]","[{""first_name"":""Becca"",""last_name"":""Ambroix"",""NPI"":""8212350312""},{""first_name"":""Inness"",""last_name"":""Ovey"",""NPI"":""2056878399""},{""first_name"":""Lezley"",""last_name"":""Treleven"",""NPI"":""0242214002""}]",6/10/2019,Vishow
Ecole des Hautes Etudes Commerciales MAROC,"[{""first_name"":""Niels"",""last_name"":""Casellas"",""NPI"":""7061151757""}]","[{""first_name"":""Elle"",""last_name"":""Cleyne"",""NPI"":""3488533972""},{""first_name"":""Doria"",""last_name"":""Goldin"",""NPI"":""9584980424""},{""first_name"":""Reggie"",""last_name"":""Storks"",""NPI"":""9689424033""},{""first_name"":""Rose"",""last_name"":""Milstead"",""NPI"":""4350532102""}]",11/9/2018,San Diego
Delta International University,"[{""first_name"":""Cayla"",""last_name"":""Hesse"",""NPI"":""2154956785""}]","[{""first_name"":""Terese"",""last_name"":""Rowter"",""NPI"":""3386179517""},{""first_name"":""Teddi"",""last_name"":""Markwick"",""NPI"":""2334278564""},{""first_name"":""Tobiah"",""last_name"":""Slora"",""NPI"":""1224777417""}]",11/28/2018,Uozu
Kansai Medical University,"[{""first_name"":""Findlay"",""last_name"":""Silly"",""NPI"":""1008867322""}]","[{""first_name"":""Ferdie"",""last_name"":""Ayliffe"",""NPI"":""8070771984""},{""first_name"":""Ozzy"",""last_name"":""Ralfe"",""NPI"":""4020282412""},{""first_name"":""Tris"",""last_name"":""Paulsson"",""NPI"":""0325902275""},{""first_name"":""Hestia"",""last_name"":""Elfleet"",""NPI"":""0917283325""},{""first_name"":""Leif"",""last_name"":""Tilzey"",""NPI"":""9187876582""}]",8/12/2019,Svobody
Capital University Law School,"[{""first_name"":""Garwin"",""last_name"":""Bilsford"",""NPI"":""6490334372""}]","[{""first_name"":""Marcile"",""last_name"":""Bartens"",""NPI"":""0225551551""},{""first_name"":""Rose"",""last_name"":""Milstead"",""NPI"":""4350532102""},{""first_name"":""Letisha"",""last_name"":""Rohloff"",""NPI"":""0885049578""}]",2/17/2019,Cravinhos
Gifu Pharmaceutical University,"[{""first_name"":""Gigi"",""last_name"":""Lufkin"",""NPI"":""3157311581""}]","[{""first_name"":""Noak"",""last_name"":""Siddle"",""NPI"":""2162685434""},{""first_name"":""Mark"",""last_name"":""Barus"",""NPI"":""6678092945""},{""first_name"":""Anatol"",""last_name"":""Kesteven"",""NPI"":""0371853672""},{""first_name"":""Rosabella"",""last_name"":""Sedgeworth"",""NPI"":""8577249271""},{""first_name"":""Marcellus"",""last_name"":""McGarrity"",""NPI"":""5499158770""}]",3/21/2019,Levallois-Perret
Osaka City University,"[{""first_name"":""Elie"",""last_name"":""Gruszecki"",""NPI"":""9476356030""}]","[{""first_name"":""Giselle"",""last_name"":""Raiman"",""NPI"":""0813028183""},{""first_name"":""Marnia"",""last_name"":""Pepin"",""NPI"":""3914371749""},{""first_name"":""Sigismondo"",""last_name"":""Ekell"",""NPI"":""7968486696""},{""first_name"":""Concettina"",""last_name"":""Coots"",""NPI"":""9656336151""},{""first_name"":""Zolly"",""last_name"":""Bisterfeld"",""NPI"":""0835510794""}]",3/6/2019,Färgelanda
Alfred Nobel University of Economics and Law ,"[{""first_name"":""Gale"",""last_name"":""Hulance"",""NPI"":""9017679476""}]","[{""first_name"":""Hallsy"",""last_name"":""Blakiston"",""NPI"":""2046631331""},{""first_name"":""Myron"",""last_name"":""Berthe"",""NPI"":""0560581432""},{""first_name"":""Kip"",""last_name"":""Hoyes"",""NPI"":""8512341653""},{""first_name"":""Marlee"",""last_name"":""Orry"",""NPI"":""6221089832""}]",12/4/2018,Baganha
Barat College,"[{""first_name"":""Gherardo"",""last_name"":""Perigeaux"",""NPI"":7210385843}]","[{""first_name"":""Lodovico"",""last_name"":""Beardon"",""NPI"":""6754683945""},{""first_name"":""Danie"",""last_name"":""McClintock"",""NPI"":""9335408220""},{""first_name"":""Letisha"",""last_name"":""Rohloff"",""NPI"":""0885049578""},{""first_name"":""Moritz"",""last_name"":""Mullard"",""NPI"":""4082573690""}]",11/6/2018,Selajambe Satu
Yunnan University,"[{""first_name"":""Davine"",""last_name"":""Varvell"",""NPI"":""0133088901""}]","[{""first_name"":""Rivy"",""last_name"":""Clawson"",""NPI"":""2861511761""},{""first_name"":""Dale"",""last_name"":""Collibear"",""NPI"":""1687900337""},{""first_name"":""Edee"",""last_name"":""Guido"",""NPI"":""3805953550""}]",8/18/2019,Krajan Srigonco
"Teachers College, Columbia University","[{""first_name"":""Tressa"",""last_name"":""Chapleo"",""NPI"":""5110411638""}]","[{""first_name"":""Colby"",""last_name"":""Moylan"",""NPI"":""9437787751""},{""first_name"":""Duncan"",""last_name"":""Stockoe"",""NPI"":""3147432173""},{""first_name"":""Terry"",""last_name"":""Stacy"",""NPI"":""4092128347""}]",7/16/2019,Dashtobod
International Tourism Institute,"[{""first_name"":""Melisande"",""last_name"":""Roo"",""NPI"":""7180013633""}]","[{""first_name"":""Angelle"",""last_name"":""Denacamp"",""NPI"":""0320994589""},{""first_name"":""Jedediah"",""last_name"":""Rathke"",""NPI"":""6878406951""},{""first_name"":""Alexandro"",""last_name"":""McKevitt"",""NPI"":""2693198704""}]",10/5/2019,Kuching
National University of Rwanda,"[{""first_name"":""Oralee"",""last_name"":""Pragnall"",""NPI"":""0393812774""}]","[{""first_name"":""Richart"",""last_name"":""Voas"",""NPI"":""8117774542""},{""first_name"":""Wade"",""last_name"":""MacMeanma"",""NPI"":""5581747385""},{""first_name"":""Garnette"",""last_name"":""Spadari"",""NPI"":""3455200745""},{""first_name"":""Jeri"",""last_name"":""Escolme"",""NPI"":""0018777015""},{""first_name"":""Layne"",""last_name"":""Tremmel"",""NPI"":""3182668366""}]",11/11/2018,Le Lamentin
Technological University (Pinlon),"[{""first_name"":""Candy"",""last_name"":""Juett"",""NPI"":""6793046136""}]","[{""first_name"":""Dorolisa"",""last_name"":""Venning"",""NPI"":""8742524237""},{""first_name"":""Dov"",""last_name"":""Dissman"",""NPI"":""3542962775""},{""first_name"":""Evy"",""last_name"":""Birnie"",""NPI"":""3853627595""},{""first_name"":""Wiley"",""last_name"":""Jencey"",""NPI"":""4547095469""}]",11/25/2018,Néos Mylótopos
University of Connecticut,"[{""first_name"":""Karia"",""last_name"":""Daborn"",""NPI"":""1383278415""}]","[{""first_name"":""Duke"",""last_name"":""Deverose"",""NPI"":""6182487380""},{""first_name"":""Carly"",""last_name"":""Toll"",""NPI"":2099272956},{""first_name"":""Kim"",""last_name"":""Biermatowicz"",""NPI"":""2613282886""}]",4/19/2019,Mas‘adah
Cagayan State University,"[{""first_name"":""Wolfgang"",""last_name"":""Peek"",""NPI"":""4592756320""}]","[{""first_name"":""Aleece"",""last_name"":""Pigeon"",""NPI"":""7703794171""},{""first_name"":""Patsy"",""last_name"":""Peaden"",""NPI"":""6278548615""},{""first_name"":""Tedmund"",""last_name"":""Peckham"",""NPI"":""3274698784""},{""first_name"":""Julian"",""last_name"":""Woolaston"",""NPI"":""4138512330""}]",8/15/2019,Borisovka
Universidad Francisco de Paula Santander,"[{""first_name"":""Bonnee"",""last_name"":""Pepler"",""NPI"":""7576240857""}]","[{""first_name"":""Katharina"",""last_name"":""Constance"",""NPI"":""0632028866""},{""first_name"":""Caritta"",""last_name"":""Leroy"",""NPI"":""8372755299""},{""first_name"":""Bradly"",""last_name"":""Minchin"",""NPI"":""7647294385""},{""first_name"":""Loralee"",""last_name"":""Rottery"",""NPI"":""9300978942""},{""first_name"":""Marvin"",""last_name"":""Benge"",""NPI"":""7643242038""}]",6/10/2019,Kurbnesh
Baku State University,"[{""first_name"":""Marcile"",""last_name"":""Bartens"",""NPI"":""0225551551""}]","[{""first_name"":""Dagmar"",""last_name"":""Giuroni"",""NPI"":""2385003090""},{""first_name"":""Chrotoem"",""last_name"":""Tissier"",""NPI"":""0138032904""},{""first_name"":""Karena"",""last_name"":""MacGorrie"",""NPI"":""3655585071""},{""first_name"":""Brade"",""last_name"":""MacMeekan"",""NPI"":""7008052871""}]",11/7/2018,Týnec
Takestan Islamic Azad University,"[{""first_name"":""Cassandry"",""last_name"":""Saville"",""NPI"":""2890394573""}]","[{""first_name"":""Marty"",""last_name"":""Rawkesby"",""NPI"":""3498470523""},{""first_name"":""Roxanna"",""last_name"":""Braniff"",""NPI"":""2653744104""},{""first_name"":""Garik"",""last_name"":""Kershow"",""NPI"":""8392610849""}]",6/29/2019,Youdian
Hood College,"[{""first_name"":""Viole"",""last_name"":""Lundberg"",""NPI"":""0291190146""}]","[{""first_name"":""Candis"",""last_name"":""Scahill"",""NPI"":""5683334640""},{""first_name"":""Marcellus"",""last_name"":""Maddock"",""NPI"":""5726079175""},{""first_name"":""Launce"",""last_name"":""Cowherd"",""NPI"":""9312685791""}]",9/30/2019,Hammam-Lif
Cleveland Institute of Music,"[{""first_name"":""Cammi"",""last_name"":""Blampey"",""NPI"":""3603725174""}]","[{""first_name"":""Mickey"",""last_name"":""Label"",""NPI"":""1740187172""},{""first_name"":""Ira"",""last_name"":""Marzelle"",""NPI"":""9595449903""},{""first_name"":""Bobbie"",""last_name"":""Resdale"",""NPI"":""2495975089""},{""first_name"":""Marty"",""last_name"":""Rawkesby"",""NPI"":""3498470523""}]",1/18/2019,La Palma
Ghana Christian University College,"[{""first_name"":""Mandy"",""last_name"":""Reveland"",""NPI"":""8802790965""}]","[{""first_name"":""Myrwyn"",""last_name"":""Bradnock"",""NPI"":""9220794535""},{""first_name"":""Wallis"",""last_name"":""Hoggins"",""NPI"":""8047416294""},{""first_name"":""Ciel"",""last_name"":""Cappleman"",""NPI"":""7147537114""}]",10/1/2019,Koysinceq
Goshen College,"[{""first_name"":""Carlotta"",""last_name"":""Blazy"",""NPI"":""8349541881""}]","[{""first_name"":""Veronika"",""last_name"":""Silverwood"",""NPI"":""3573888313""},{""first_name"":""Edee"",""last_name"":""Guido"",""NPI"":""3805953550""},{""first_name"":""Myrwyn"",""last_name"":""Shinfield"",""NPI"":""1574979531""},{""first_name"":""Garek"",""last_name"":""Andriveaux"",""NPI"":""6538300227""}]",8/3/2019,Borowno
Macau Polytechnic Institute,"[{""first_name"":""Annamaria"",""last_name"":""Wethered"",""NPI"":""5925516559""}]","[{""first_name"":""Catriona"",""last_name"":""Riatt"",""NPI"":""1490008179""},{""first_name"":""Augy"",""last_name"":""Blick"",""NPI"":""1346802653""},{""first_name"":""Hallsy"",""last_name"":""Blakiston"",""NPI"":""2046631331""},{""first_name"":""Malorie"",""last_name"":""Wynrehame"",""NPI"":""3506219146""}]",5/3/2019,Dumbéa
Pennsylvania State University - Berks-Lehigh Valley College,"[{""first_name"":""Smitty"",""last_name"":""O'Hartnedy"",""NPI"":""0120954435""}]","[{""first_name"":""Evaleen"",""last_name"":""Stuehmeier"",""NPI"":8497158482},{""first_name"":""Lilith"",""last_name"":""Blackney"",""NPI"":""5691009958""},{""first_name"":""Michell"",""last_name"":""Crutchley"",""NPI"":""4445162957""},{""first_name"":""Mandy"",""last_name"":""Reveland"",""NPI"":""8802790965""},{""first_name"":""Michell"",""last_name"":""Crutchley"",""NPI"":""4445162957""}]",2/2/2019,Bafang
Bila Cerkva State Agrarian University,"[{""first_name"":""Fredra"",""last_name"":""Livezey"",""NPI"":""0359405274""}]","[{""first_name"":""Fernanda"",""last_name"":""Godding"",""NPI"":""0172096243""},{""first_name"":""Rubina"",""last_name"":""Raven"",""NPI"":""0444040579""},{""first_name"":""Jonell"",""last_name"":""Ingarfield"",""NPI"":""0205319262""},{""first_name"":""Angelica"",""last_name"":""Ast"",""NPI"":""2210247446""},{""first_name"":""Fanechka"",""last_name"":""MacAscaidh"",""NPI"":""1784464848""}]",12/8/2018,Salto
Yasuda Women's University,"[{""first_name"":""Sly"",""last_name"":""Hurlston"",""NPI"":""0361884230""}]","[{""first_name"":""Carlene"",""last_name"":""Kunzel"",""NPI"":""3412254525""},{""first_name"":""Jeana"",""last_name"":""Frensche"",""NPI"":""2921028719""},{""first_name"":""Lilla"",""last_name"":""Harridge"",""NPI"":""1590093755""}]",8/12/2019,Hongshi
Morehouse College,"[{""first_name"":""Walker"",""last_name"":""Learoid"",""NPI"":""9635954115""}]","[{""first_name"":""Pren"",""last_name"":""Dunkerly"",""NPI"":""7397425801""},{""first_name"":""Welsh"",""last_name"":""Giannotti"",""NPI"":""1950337383""},{""first_name"":""Kippie"",""last_name"":""Auger"",""NPI"":""6923485118""},{""first_name"":""Alysia"",""last_name"":""Grennan"",""NPI"":""3126374158""}]",1/6/2019,Weru
Louisiana Tech University,"[{""first_name"":""Constanta"",""last_name"":""Pardey"",""NPI"":""5559792225""}]","[{""first_name"":""Garnette"",""last_name"":""Spadari"",""NPI"":""3455200745""},{""first_name"":""Garek"",""last_name"":""Andriveaux"",""NPI"":""6538300227""},{""first_name"":""Elliott"",""last_name"":""Dmitr"",""NPI"":""4703209128""}]",8/9/2019,Štítná nad Vláří
SRH University of Applied Sciences,"[{""first_name"":""Lilith"",""last_name"":""Blackney"",""NPI"":""5691009958""}]","[{""first_name"":""Netty"",""last_name"":""Henlon"",""NPI"":""0412527561""},{""first_name"":""Rosabella"",""last_name"":""Sedgeworth"",""NPI"":""8577249271""},{""first_name"":""Michel"",""last_name"":""Prandi"",""NPI"":""7049246921""},{""first_name"":""Russ"",""last_name"":""Amos"",""NPI"":""8825429649""},{""first_name"":""Salli"",""last_name"":""Bowgen"",""NPI"":""4635411214""}]",9/23/2019,Dan Khun Thot
"Universidad Católica Boliviana, Santa Cruz","[{""first_name"":""John"",""last_name"":""Scattergood"",""NPI"":""4727761386""}]","[{""first_name"":""Grethel"",""last_name"":""Benoix"",""NPI"":2799293735},{""first_name"":""Duncan"",""last_name"":""Stockoe"",""NPI"":""3147432173""},{""first_name"":""Bay"",""last_name"":""Seally"",""NPI"":""0825755212""},{""first_name"":""Myrtice"",""last_name"":""Clues"",""NPI"":""0482292237""},{""first_name"":""Saba"",""last_name"":""Newson"",""NPI"":""0761842233""}]",12/27/2018,Hekinan
Southern Connecticut State University,"[{""first_name"":""Nerissa"",""last_name"":""Pedrollo"",""NPI"":""1482536870""}]","[{""first_name"":""Cornie"",""last_name"":""Passfield"",""NPI"":""6834840893""},{""first_name"":""Bram"",""last_name"":""Degli Abbati"",""NPI"":""8515315831""},{""first_name"":""Aubrey"",""last_name"":""Clevely"",""NPI"":""3531061798""},{""first_name"":""Wiley"",""last_name"":""Jencey"",""NPI"":""4547095469""}]",1/4/2019,Rabat
Glasgow School of Art,"[{""first_name"":""Chickie"",""last_name"":""Chivers"",""NPI"":""7366119644""}]","[{""first_name"":""Jobey"",""last_name"":""Lage"",""NPI"":""1535680156""},{""first_name"":""Muffin"",""last_name"":""Borgesio"",""NPI"":""9039984212""},{""first_name"":""Nate"",""last_name"":""Laidlow"",""NPI"":""0822837102""},{""first_name"":""Cami"",""last_name"":""Nozzolii"",""NPI"":""7192349216""}]",1/25/2019,San José Poaquil
Universidad Politécnica de Valencia,"[{""first_name"":""Olav"",""last_name"":""Larmour"",""NPI"":""7621291974""}]","[{""first_name"":""Priscella"",""last_name"":""Oxterby"",""NPI"":""3411372559""},{""first_name"":""Bartholomew"",""last_name"":""Twelvetree"",""NPI"":""8653009183""},{""first_name"":""Malorie"",""last_name"":""Wynrehame"",""NPI"":""3506219146""}]",2/27/2019,Frederiksberg
Moravian College,"[{""first_name"":""Tuckie"",""last_name"":""Lewendon"",""NPI"":""9902823335""}]","[{""first_name"":""Lou"",""last_name"":""Treagus"",""NPI"":""1867394928""},{""first_name"":""Madlen"",""last_name"":""Dufaire"",""NPI"":""1315008289""},{""first_name"":""Gherardo"",""last_name"":""Perigeaux"",""NPI"":7210385843},{""first_name"":""Dagny"",""last_name"":""Blenkinsop"",""NPI"":""3914514949""},{""first_name"":""Darwin"",""last_name"":""Robison"",""NPI"":""6267007324""}]",8/11/2019,Ambatolampy
Université Robert Schuman (Strasbourg III),"[{""first_name"":""Maribelle"",""last_name"":""Clyne"",""NPI"":""4765454681""}]","[{""first_name"":""Ricoriki"",""last_name"":""Ricardo"",""NPI"":""6359885034""},{""first_name"":""Becca"",""last_name"":""Ambroix"",""NPI"":""8212350312""},{""first_name"":""Cassandry"",""last_name"":""Marusik"",""NPI"":""3251534963""},{""first_name"":""Terencio"",""last_name"":""Astell"",""NPI"":""6851194791""}]",1/18/2019,Angoulême
Mercyhurst College,"[{""first_name"":""Olive"",""last_name"":""Allsepp"",""NPI"":""7699183533""}]","[{""first_name"":""Patricia"",""last_name"":""Weben"",""NPI"":""4105722700""},{""first_name"":""Gay"",""last_name"":""Dominetti"",""NPI"":""3840583284""},{""first_name"":""Merry"",""last_name"":""Magne"",""NPI"":""1663050155""},{""first_name"":""Ignacius"",""last_name"":""Kornalik"",""NPI"":""3375816359""},{""first_name"":""Marin"",""last_name"":""Hembling"",""NPI"":""2503707335""}]",12/15/2018,Purwosari
Universidad de Montemorelos,"[{""first_name"":""Sheila"",""last_name"":""Dudley"",""NPI"":""3565761938""}]","[{""first_name"":""Dorette"",""last_name"":""Filippone"",""NPI"":""8726245728""},{""first_name"":""Donielle"",""last_name"":""Crat"",""NPI"":""1366590058""},{""first_name"":""Jean"",""last_name"":""Chezelle"",""NPI"":""5910967746""},{""first_name"":""Benjy"",""last_name"":""Phillpot"",""NPI"":""1777453291""}]",1/24/2019,Guruyan
Université Épiscopale d'Haiti,"[{""first_name"":""Aguste"",""last_name"":""Ekkel"",""NPI"":""8362755792""}]","[{""first_name"":""Jobie"",""last_name"":""Kilday"",""NPI"":""5269221810""},{""first_name"":""Gale"",""last_name"":""Neal"",""NPI"":""6532975060""},{""first_name"":""Heindrick"",""last_name"":""Lukianovich"",""NPI"":""6679946328""}]",3/26/2019,Měnín
Andrzej Frycz Modrzewski Cracow College,"[{""first_name"":""Nataniel"",""last_name"":""Crady"",""NPI"":""4026044416""}]","[{""first_name"":""Audra"",""last_name"":""Brookz"",""NPI"":""4757153597""},{""first_name"":""Tobie"",""last_name"":""Hayesman"",""NPI"":""6501681073""},{""first_name"":""Meg"",""last_name"":""Wallach"",""NPI"":""1857504992""},{""first_name"":""Tammie"",""last_name"":""Empson"",""NPI"":""8800207952""},{""first_name"":""Margarethe"",""last_name"":""Arntzen"",""NPI"":""2999378874""}]",5/30/2019,Bicesse
Universidad Nacional de Luján,"[{""first_name"":""Salomo"",""last_name"":""Purple"",""NPI"":""4474315367""}]","[{""first_name"":""Ivan"",""last_name"":""Corsar"",""NPI"":""7711023774""},{""first_name"":""Dale"",""last_name"":""Collibear"",""NPI"":""1687900337""},{""first_name"":""Malory"",""last_name"":""Fairy"",""NPI"":""5607532658""},{""first_name"":""Duke"",""last_name"":""Deverose"",""NPI"":""6182487380""}]",10/12/2019,Lesuhe
Ecole Supérieure de Commerce et Management,"[{""first_name"":""Ginger"",""last_name"":""Fulmen"",""NPI"":""0211496081""}]","[{""first_name"":""Orton"",""last_name"":""Alvin"",""NPI"":2261946848},{""first_name"":""Edie"",""last_name"":""Hidderley"",""NPI"":""4324613613""},{""first_name"":""Corey"",""last_name"":""Bydaway"",""NPI"":""6870320748""}]",4/8/2019,Tawa
Kwansei Gakuin University,"[{""first_name"":""Ursala"",""last_name"":""Lyokhin"",""NPI"":""0597646872""}]","[{""first_name"":""Audra"",""last_name"":""Brookz"",""NPI"":""4757153597""},{""first_name"":""Sacha"",""last_name"":""McArt"",""NPI"":""8253491700""},{""first_name"":""Saleem"",""last_name"":""Androlli"",""NPI"":""0525803807""}]",5/17/2019,Ouaoula
New Era University,"[{""first_name"":""Harriot"",""last_name"":""Kynston"",""NPI"":""0047361956""}]","[{""first_name"":""Willetta"",""last_name"":""Chellenham"",""NPI"":""7168089099""},{""first_name"":""Gayleen"",""last_name"":""Fillan"",""NPI"":""4958342532""},{""first_name"":""Carry"",""last_name"":""Rousby"",""NPI"":""3910038816""},{""first_name"":""Lea"",""last_name"":""Coulman"",""NPI"":""0647118076""},{""first_name"":""Dacia"",""last_name"":""Farrear"",""NPI"":""7478060420""}]",8/27/2019,Changning
National University of Defense Technology,"[{""first_name"":""Jacqui"",""last_name"":""Garling"",""NPI"":""7854121877""}]","[{""first_name"":""Harry"",""last_name"":""Braundt"",""NPI"":""6696640363""},{""first_name"":""Doria"",""last_name"":""Goldin"",""NPI"":""9584980424""},{""first_name"":""Afton"",""last_name"":""Quayle"",""NPI"":""6676168707""},{""first_name"":""Ricoriki"",""last_name"":""Redgate"",""NPI"":""2519993871""},{""first_name"":""Kiri"",""last_name"":""McCorley"",""NPI"":""0082427135""}]",8/6/2019,Leles
Anhui University,"[{""first_name"":""Zane"",""last_name"":""Kensett"",""NPI"":""5824909253""}]","[{""first_name"":""Georgina"",""last_name"":""Schellig"",""NPI"":""2067895206""},{""first_name"":""Baudoin"",""last_name"":""Marke"",""NPI"":""6410306830""},{""first_name"":""Chrotoem"",""last_name"":""Tissier"",""NPI"":""0138032904""}]",7/19/2019,Komiža
Ashkelon Academic College,"[{""first_name"":""Sergent"",""last_name"":""Blodgett"",""NPI"":""3890684939""}]","[{""first_name"":""Madeleine"",""last_name"":""Legonidec"",""NPI"":""3069708528""},{""first_name"":""Julieta"",""last_name"":""Leere"",""NPI"":""6736083516""},{""first_name"":""Lloyd"",""last_name"":""Prendeville"",""NPI"":""1721474927""},{""first_name"":""Dorise"",""last_name"":""Dabourne"",""NPI"":""0134892658""}]",10/22/2018,Dzhankoy
Prince of Songkla University,"[{""first_name"":""Harriot"",""last_name"":""Kynston"",""NPI"":""0047361956""}]","[{""first_name"":""Benson"",""last_name"":""Redholls"",""NPI"":""7183487296""},{""first_name"":""Clive"",""last_name"":""Broschke"",""NPI"":""0258695528""},{""first_name"":""Iseabal"",""last_name"":""Liddy"",""NPI"":""1490869166""},{""first_name"":""Dido"",""last_name"":""Pavolillo"",""NPI"":""3915637696""}]",1/6/2019,Malawa
Institución Universitaria Iberoamericana,"[{""first_name"":""Doretta"",""last_name"":""Twiddle"",""NPI"":""1758761954""}]","[{""first_name"":""Josepha"",""last_name"":""Dulen"",""NPI"":""8179915778""},{""first_name"":""Rowland"",""last_name"":""Poyner"",""NPI"":""9768233729""},{""first_name"":""Kerry"",""last_name"":""Teek"",""NPI"":""0857205943""},{""first_name"":""Kip"",""last_name"":""Hoyes"",""NPI"":""8512341653""}]",10/29/2018,Hatu Buh
"Free University Institute ""Carlo Cattaneo""","[{""first_name"":""Mort"",""last_name"":""McArthur"",""NPI"":""8733743665""}]","[{""first_name"":""Von"",""last_name"":""Linham"",""NPI"":""5049892627""},{""first_name"":""Oberon"",""last_name"":""Piet"",""NPI"":""7832317000""},{""first_name"":""Haroun"",""last_name"":""Fligg"",""NPI"":""5909220837""}]",12/17/2018,Shangcheng Chengguanzhen
Poznan School of Banking,"[{""first_name"":""Burnard"",""last_name"":""Plott"",""NPI"":""0198817665""}]","[{""first_name"":""Kiri"",""last_name"":""Tout"",""NPI"":""0605985987""},{""first_name"":""Tiffie"",""last_name"":""Pirdy"",""NPI"":""7267330606""},{""first_name"":""Dagny"",""last_name"":""Blenkinsop"",""NPI"":""3914514949""},{""first_name"":""Garnette"",""last_name"":""Spadari"",""NPI"":""3455200745""},{""first_name"":""Page"",""last_name"":""Jentgens"",""NPI"":""1160768218""}]",5/9/2019,Porto de Mós
Lenoir-Rhyne College,"[{""first_name"":""Christie"",""last_name"":""McCluskey"",""NPI"":""8728427270""}]","[{""first_name"":""Kare"",""last_name"":""Insall"",""NPI"":""7875570840""},{""first_name"":""Gwenore"",""last_name"":""Sheen"",""NPI"":""1837881685""},{""first_name"":""Russ"",""last_name"":""Amos"",""NPI"":""8825429649""}]",8/11/2019,Skopje
Universidade Federal da Paraíba,"[{""first_name"":""Manya"",""last_name"":""Banfield"",""NPI"":1334014582}]","[{""first_name"":""Catharine"",""last_name"":""Simmig"",""NPI"":""8202562279""},{""first_name"":""Manfred"",""last_name"":""Andrassy"",""NPI"":""3324470730""},{""first_name"":""Theodosia"",""last_name"":""Janoschek"",""NPI"":""1900519798""},{""first_name"":""Torrie"",""last_name"":""Kas"",""NPI"":""2983937348""}]",9/8/2019,Sobinka
Universidad Autónoma de Entre Ríos,"[{""first_name"":""Joannes"",""last_name"":""Giabucci"",""NPI"":""6454051366""}]","[{""first_name"":""Alyse"",""last_name"":""Finnimore"",""NPI"":""0168984695""},{""first_name"":""Leela"",""last_name"":""Podbury"",""NPI"":""9791528772""},{""first_name"":""Dina"",""last_name"":""Lebreton"",""NPI"":""1032173688""}]",12/30/2018,Gualeguay
The College of Westchester,"[{""first_name"":""Kerry"",""last_name"":""Teek"",""NPI"":""0857205943""}]","[{""first_name"":""Cayla"",""last_name"":""Bayly"",""NPI"":""1542961793""},{""first_name"":""Mandy"",""last_name"":""Reveland"",""NPI"":""8802790965""},{""first_name"":""Glennis"",""last_name"":""Thornally"",""NPI"":""6163978005""},{""first_name"":""Jourdain"",""last_name"":""Swadlen"",""NPI"":""5505496563""},{""first_name"":""Baird"",""last_name"":""Walworche"",""NPI"":""2506404694""}]",4/10/2019,Caringin
Sichuan University,"[{""first_name"":""Adolphe"",""last_name"":""Cunio"",""NPI"":""0802309682""}]","[{""first_name"":""Olive"",""last_name"":""Allsepp"",""NPI"":""7699183533""},{""first_name"":""Wynny"",""last_name"":""Perin"",""NPI"":""1138375586""},{""first_name"":""Marie"",""last_name"":""Lunam"",""NPI"":""2094095304""},{""first_name"":""Val"",""last_name"":""Sadat"",""NPI"":""5776107202""},{""first_name"":""Pierre"",""last_name"":""Trineman"",""NPI"":""6683286191""}]",2/24/2019,Andahuaylillas
Mary Baldwin College,"[{""first_name"":""Brigitte"",""last_name"":""Gabrieli"",""NPI"":""1229100660""}]","[{""first_name"":""Odilia"",""last_name"":""Groll"",""NPI"":""6607519261""},{""first_name"":""Tobiah"",""last_name"":""Slora"",""NPI"":""1224777417""},{""first_name"":""Berte"",""last_name"":""Kealy"",""NPI"":""9468124053""},{""first_name"":""Nissy"",""last_name"":""Purdom"",""NPI"":""0194595889""}]",3/20/2019,Tartu
EMESCAM - Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória,"[{""first_name"":""Bartholomew"",""last_name"":""Twelvetree"",""NPI"":""8653009183""}]","[{""first_name"":""Bobby"",""last_name"":""Turmall"",""NPI"":""9530992297""},{""first_name"":""Merry"",""last_name"":""Magne"",""NPI"":""1663050155""},{""first_name"":""Hurleigh"",""last_name"":""Lucock"",""NPI"":""7620893571""},{""first_name"":""Torrie"",""last_name"":""Eppson"",""NPI"":""9528731074""},{""first_name"":""Bonnee"",""last_name"":""Pepler"",""NPI"":""7576240857""}]",8/10/2019,Guadalupe
Instituto Universitario Aeronáutico,"[{""first_name"":""Jemima"",""last_name"":""Cayton"",""NPI"":""2287494685""}]","[{""first_name"":""Kellen"",""last_name"":""Gilmartin"",""NPI"":""8570374437""},{""first_name"":""Gayleen"",""last_name"":""Fillan"",""NPI"":""4958342532""},{""first_name"":""Morganne"",""last_name"":""Dallison"",""NPI"":""7273621706""}]",4/6/2019,Roioen
